program_name,required_subjects,expanded_score_dict,group,score_dict
國立臺灣海洋大學 商船學系,"['英', '數A']","{'英': 8, '數A': 7}",未分類,"{'英': 8.0, '數A': 6.786152766618569}"
國立臺灣海洋大學 機械與機電工程學系,"['英', '數A', '自', '數A自']","{'英': 11, '數A': 10, '自': 10}",工程,"{'英': 11.154553327100944, '數A': 7.667029855537868, '自': 11.000696170310263, '數A自': 20.3410944986064}"
國立臺灣海洋大學 水產養殖學系,['自'],{'自': 10},生物資源,{'自': 9.971035802921858}
國立臺灣海洋大學 河海工程學系,['數A'],{'數A': 9},工程,{'數A': 8.772741323003642}
國立臺灣海洋大學 海洋工程科技學士學位學程,"['數A', '自', '數A自']","{'數A': 7, '自': 7}",工程,"{'數A': 5.909989434359354, '自': 10.007422963521003, '數A自': 14.0}"
國立臺灣海洋大學 海洋文創設計產業學士學位學程,['國'],{'國': 13},地球環境,{'國': 12.861459895902527}
國立臺灣海洋大學 海洋法政學士學位學程,"['國', '英']","{'國': 8, '英': 11}",地球環境,"{'國': 8.0, '英': 10.83770057788944}"
國立臺灣海洋大學 海洋環境資訊系,"['數A', '自']","{'數A': 6, '自': 6}",資訊,"{'數A': 5.686916719402284, '自': 6.064405574354287}"
國立臺灣海洋大學 海洋生物科技學士學位學程,"['英', '自']","{'英': 6, '自': 11}",工程,"{'英': 5.5486783031374864, '自': 11.323213865208372}"
國立臺灣海洋大學 海洋經營管理學士學位學程,"['英', '數B', '社']","{'英': 9, '數B': 6, '社': 9}",地球環境,"{'英': 9.197332189789462, '數B': 6.318228096633884, '社': 8.722222222222221}"
國立臺灣海洋大學 海洋觀光管理學士學位學程,"['國', '英', '數B', '社']","{'國': 11, '英': 8, '數B': 5, '社': 10}",地球環境,"{'國': 10.670398481479848, '英': 8.202491382379723, '數B': 5.319872781153431, '社': 9.656186164320465}"
國立臺灣海洋大學 環境生物與漁業科學學系,"['英', '自']","{'英': 9, '自': 7}",生物資源,"{'英': 9.0, '自': 7.371113515577761}"
國立臺灣海洋大學 生命科學暨生物科技學系,"['自', '國英自']","{'自': 10, '國': 10, '英': 10}",工程,"{'自': 12.857787163406778, '國英自': 31.031108766620395}"
國立臺灣海洋大學 系統工程暨造船學系,"['數A', '自']","{'數A': 7, '自': 11}",工程,"{'數A': 7.129953504496292, '自': 10.774852644242603}"
國立臺灣海洋大學 航運管理學系,"['英', '數B', '國英數B社']","{'英': 9, '數B': 9, '國': 9, '社': 9}",管理,"{'英': 9.01459441692173, '數B': 4.695199103587463, '國英數B社': 36.9589914941136}"
國立臺灣海洋大學 資訊工程學系,"['數A', '英數A自']","{'數A': 11, '英': 11, '自': 11}",工程,"{'數A': 2.1771200423527635, '英數A自': 32.757888926423114}"
國立臺灣海洋大學 資訊工程學系(資安組),['數A'],{'數A': 10},工程,{'數A': 10.0}
國立臺灣海洋大學 輪機工程學系,"['英', '數A', '自']","{'英': 10, '數A': 5, '自': 9}",工程,"{'英': 9.66486732409398, '數A': 5.424821125429542, '自': 8.788296866706347}"
國立臺灣海洋大學 通訊與導航工程學系,"['英', '數A', '自', '國英數A自']","{'英': 10, '數A': 10, '自': 10, '國': 10}",工程,"{'英': 8.990183371856459, '數A': 9.607124394292288, '自': 10.562587541733148, '國英數A自': 41.58461319323391}"
國立臺灣海洋大學 運輸科學系A組,['英'],{'英': 11},工程,{'英': 11.0}
國立臺灣海洋大學 運輸科學系B組,"['英', '數A']","{'英': 11, '數A': 7}",工程,"{'英': 11.0, '數A': 7.0}"
國立臺灣海洋大學 電機工程學系,"['數A', '英數A自']","{'數A': 11, '英': 11, '自': 11}",工程,"{'數A': 10.711006353932442, '英數A自': 33.08298398901529}"
國立臺灣海洋大學 食品科學系,"['英', '自']","{'英': 6, '自': 9}",生物資源,"{'英': 6.33802017155462, '自': 8.984637947835179}"
國立臺灣藝術大學 圖文傳播藝術學系,['國英'],"{'國': 12, '英': 12}",大眾傳播,{'國英': 23.363636363636363}
國立臺灣藝術大學 廣播電視學系,['國英社'],"{'國': 13, '英': 13, '社': 13}",大眾傳播,{'國英社': 38.99391477603091}
國立臺灣藝術大學 戲劇學系(女),['國英社'],"{'國': 11, '英': 11, '社': 11}",藝術,{'國英社': 34.17498721552887}
國立臺灣藝術大學 戲劇學系(男),['國英社'],"{'國': 8, '英': 8, '社': 8}",藝術,{'國英社': 23.825012784471124}
國立臺灣藝術大學 電影學系,['國英'],"{'國': 13, '英': 13}",大眾傳播,{'國英': 26.0}
國立臺灣體育運動大學 休閒運動學系,['國英社'],"{'國': 10, '英': 10, '社': 10}",遊憩運動,{'國英社': 29.1237098834076}
國立臺灣體育運動大學 運動事業管理學系,['國英'],"{'國': 8, '英': 8}",管理,{'國英': 16.520419185997447}
國立臺灣體育運動大學 運動健康科學學系(一般組),['國英自'],"{'國': 9, '英': 9, '自': 9}",遊憩運動,{'國英自': 27.5121665693978}
國立臺灣體育運動大學 運動資訊與傳播學系,['國英數B社'],"{'國': 6, '英': 6, '數B': 6, '社': 6}",資訊,{'國英數B社': 25.55287039717768}
國立臺灣體育運動大學 體育學系(一般組),['國英'],"{'國': 8, '英': 8}",遊憩運動,{'國英': 15.555555555555555}
國立金門大學 企業管理學系,['國英社'],"{'國': 8, '英': 8, '社': 8}",管理,{'國英社': 25.258522038107483}
國立金門大學 國際暨大陸事務學系,['國'],{'國': 10},管理,{'國': 10.0}
國立金門大學 土木與工程管理學系,['國自'],"{'國': 10, '自': 10}",工程,{'國自': 19.0}
國立金門大學 工業工程與管理學系,['國'],{'國': 10},工程,{'國': 10.022780166000588}
國立金門大學 建築學系,['國英'],"{'國': 8, '英': 8}",建築設計,{'國英': 16.899620190017963}
國立金門大學 應用英語學系,['英'],{'英': 7},未分類,{'英': 6.625576662213568}
國立金門大學 海洋與邊境管理學系,['國'],{'國': 11},地球環境,{'國': 11.0}
國立金門大學 社會工作學系,['國'],{'國': 10},社會心理,{'國': 10.0}
國立金門大學 華語文學系,['國'],{'國': 11},文史哲,{'國': 11.102719464432012}
國立金門大學 觀光管理學系,"['國', '社']","{'國': 10, '社': 9}",管理,"{'國': 10.13354131860768, '社': 8.656224294872764}"
國立金門大學 護理學系(A組),"['國', '自']","{'國': 9, '自': 8}",醫藥衛生,"{'國': 8.905094080254225, '自': 8.0}"
國立金門大學 護理學系(B組),['國社'],"{'國': 8, '社': 8}",醫藥衛生,{'國社': 17.0}
國立金門大學 資訊工程學系,"['國', '數A']","{'國': 11, '數A': 4}",工程,"{'國': 11.0, '數A': 4.0}"
國立金門大學 運動與休閒學系,"['國', '社']","{'國': 9, '社': 9}",遊憩運動,"{'國': 9.0, '社': 8.897528495317978}"
國立金門大學 都市計畫與景觀學系,"['國', '社']","{'國': 9, '社': 10}",建築設計,"{'國': 9.327435075127122, '社': 10.0}"
國立金門大學 長期照護學系,['國'],{'國': 9},醫藥衛生,{'國': 9.442398921880116}
國立金門大學 電機工程學系,['國'],{'國': 12},工程,{'國': 12.0}
國立金門大學 食品科學系,['自'],{'自': 8},生物資源,{'自': 8.0}
國立陽明交通大學 中醫學系,"['國', '英數A自']","{'國': 15, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國': 15.0, '英數A自': 41.0}"
國立陽明交通大學 人文社會學系,"['國', '英', '社']","{'國': 12, '英': 12, '社': 13}",社會心理,"{'國': 12.0, '英': 12.0, '社': 13.0}"
國立陽明交通大學 傳播與科技學系,['國英社'],"{'國': 14, '英': 14, '社': 14}",工程,{'國英社': 41.0}
國立陽明交通大學 光電工程學系,"['英', '數A自']","{'英': 15, '數A': 14, '自': 14}",工程,"{'英': 15.0, '數A自': 27.60806342643879}"
國立陽明交通大學 半導體工程學系固態電子組,"['英自', '數A', '英數A自']","{'英': 14, '自': 14, '數A': 14}",工程,"{'英自': 23.0, '數A': 10.0, '英數A自': 41.0}"
國立陽明交通大學 半導體工程學系奈米科學組,"['英自', '數A', '英數A自']","{'英': 14, '自': 14, '數A': 14}",工程,"{'英自': 23.0, '數A': 11.0, '英數A自': 41.0}"
國立陽明交通大學 土木工程學系乙組(科技暨基礎建設永續發展國際組),"['英', '數A', '自']","{'英': 11, '數A': 10, '自': 9}",工程,"{'英': 11.0, '數A': 10.0, '自': 9.0}"
國立陽明交通大學 土木工程學系甲組(科技暨基礎建設永續發展組),"['英自', '數A']","{'英': 12, '自': 12, '數A': 11}",工程,"{'英自': 24.0, '數A': 11.0}"
國立陽明交通大學 外國語文學系,['英'],{'英': 14},文史哲,{'英': 13.579979044798977}
國立陽明交通大學 學士班大一大二不分系,"['自', '英數A自']","{'自': 12, '英': 12, '數A': 12}",跨領域,"{'自': 12.686016618118035, '英數A自': 36.65302414013836}"
國立陽明交通大學 工業工程與管理學系,"['英自', '數A']","{'英': 12, '自': 12, '數A': 11}",工程,"{'英自': 24.59674257493681, '數A': 10.632322315530374}"
國立陽明交通大學 應用化學系,"['英數A自', '國英數A自']","{'英': 13, '數A': 13, '自': 13, '國': 13}",數理化,"{'英數A自': 38.79960312309502, '國英數A自': 53.44444444444444}"
國立陽明交通大學 應用數學系,"['英自', '數A']","{'英': 10, '自': 10, '數A': 14}",數理化,"{'英自': 19.63333379215282, '數A': 13.594855013681071}"
國立陽明交通大學 材料科學與工程學系,"['英自', '國英自']","{'英': 14, '自': 14, '國': 14}",工程,"{'英自': 29.0, '國英自': 42.31491386505616}"
國立陽明交通大學 機械工程學系,"['英數A自', '國英數A自']","{'英': 13, '數A': 13, '自': 13, '國': 13}",工程,"{'英數A自': 32.493185632061085, '國英數A自': 52.64754276764781}"
國立陽明交通大學 牙醫學系,"['國', '英', '數A', '自', '國英數A自']","{'國': 15, '英': 15, '數A': 15, '自': 15}",醫藥衛生,"{'國': 14.523809523809524, '英': 15.0, '數A': 14.523809523809524, '自': 14.523809523809524, '國英數A自': 58.36789774820775}"
國立陽明交通大學 物理治療暨輔助科技學系,"['數A自', '國數A自']","{'數A': 12, '自': 12, '國': 12}",醫藥衛生,"{'數A自': 39.411742176391215, '國數A自': 36.4}"
國立陽明交通大學 理學院科學學士學位學程(丙組),['英數A自'],"{'英': 13, '數A': 13, '自': 13}",數理化,{'英數A自': 38.33979383150805}
國立陽明交通大學 理學院科學學士學位學程(乙組),['英數A自'],"{'英': 13, '數A': 13, '自': 13}",數理化,{'英數A自': 38.66247305623157}
國立陽明交通大學 生命科學系暨基因體科學研究所(生物醫學科學組),"['自', '英數A自']","{'自': 11, '英': 11, '數A': 11}",醫藥衛生,"{'自': 13.0, '英數A自': 33.614158567559954}"
國立陽明交通大學 生命科學系暨基因體科學研究所(生醫光電與資訊組),"['數A自', '英數A自']","{'數A': 11, '自': 11, '英': 11}",資訊,"{'數A自': 24.0, '英數A自': 33.65302414013836}"
國立陽明交通大學 生物科技學系(乙組),"['數A', '自', '英數A自']","{'數A': 11, '自': 11, '英': 11}",工程,"{'數A': 10.784565041043216, '自': 12.0, '英數A自': 33.19288895375029}"
國立陽明交通大學 生物科技學系(甲組),"['英', '數A', '自']","{'英': 12, '數A': 8, '自': 13}",工程,"{'英': 12.329397416705286, '數A': 7.995860310987382, '自': 12.686016618118035}"
國立陽明交通大學 生物醫學工程學系,['英數A自'],"{'英': 14, '數A': 14, '自': 14}",醫藥衛生,{'英數A自': 41.0}
國立陽明交通大學 生物醫學影像暨放射科學系,"['英', '數A', '自']","{'英': 12, '數A': 11, '自': 12}",醫藥衛生,"{'英': 11.661796465773364, '數A': 11.294832706220316, '自': 11.792661204132523}"
國立陽明交通大學 管理科學系,['國英數A'],"{'國': 12, '英': 12, '數A': 12}",管理,{'國英數A': 37.36677909698999}
國立陽明交通大學 藥學系,"['英自', '國英數A自']","{'英': 14, '自': 14, '國': 14, '數A': 14}",醫藥衛生,"{'英自': 30.400237861946184, '國英數A自': 55.022100599349685}"
國立陽明交通大學 護理學系,"['英', '自']","{'英': 14, '自': 9}",醫藥衛生,"{'英': 14.0, '自': 8.855085223983227}"
國立陽明交通大學 資訊工程學系(乙組),"['英自', '數A']","{'英': 13, '自': 13, '數A': 14}",工程,"{'英自': 26.12541904610512, '數A': 13.68824921383914}"
國立陽明交通大學 資訊工程學系(甲組),"['英自', '數A']","{'英': 13, '自': 13, '數A': 14}",工程,"{'英自': 25.659573932012297, '數A': 14.189710027362144}"
國立陽明交通大學 資訊管理與財務金融學系財務金融組,['英數A'],"{'英': 13, '數A': 13}",資訊,{'英數A': 25.777967542194045}
國立陽明交通大學 資訊管理與財務金融學系資訊管理組,"['英', '數A']","{'英': 12, '數A': 13}",資訊,"{'英': 11.658794833410568, '數A': 12.594855013681071}"
國立陽明交通大學 運輸與物流管理學系,['國英數A自'],"{'國': 12, '英': 12, '數A': 12, '自': 12}",工程,{'國英數A自': 48.15121183905274}
國立陽明交通大學 醫學生物技術暨檢驗學系(生技及檢驗醫學組),"['國', '國英自']","{'國': 14, '英': 14, '自': 14}",醫藥衛生,"{'國': 14.0, '國英自': 41.0}"
國立陽明交通大學 醫學生物技術暨檢驗學系(資訊及精準醫學組),"['英數A', '英數A自']","{'英': 12, '數A': 12, '自': 12}",醫藥衛生,"{'英數A': 21.0, '英數A自': 35.0}"
國立陽明交通大學 醫學系(公費生),"['國', '英', '數A自', '國英數A自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國': 13.64864752499868, '英': 14.0, '數A自': 26.0, '國英數A自': 55.0}"
國立陽明交通大學 醫學系醫師工程師組,"['國英', '數A自', '國英數A自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國英': 29.0, '數A自': 28.0, '國英數A自': 55.4076462494385}"
國立陽明交通大學 醫學系醫師科學家組,"['英數A自', '國英數A自']","{'英': 14, '數A': 14, '自': 14, '國': 14}",醫藥衛生,"{'英數A自': 43.008804631298354, '國英數A自': 57.91235266200802}"
國立陽明交通大學 醫學系醫師組,"['國', '英數A自', '國英數A自']","{'國': 14, '英': 14, '數A': 14, '自': 14}",醫藥衛生,"{'國': 14.0, '英數A自': 44.0, '國英數A自': 57.91844028049963}"
國立陽明交通大學 電子物理學系光電與奈米科學組,['數A自'],"{'數A': 14, '自': 14}",工程,{'數A自': 27.98095598386006}
國立陽明交通大學 電子物理學系電子物理組,['英數A自'],"{'英': 14, '數A': 14, '自': 14}",資訊,{'英數A自': 42.0}
國立陽明交通大學 電機工程學系丙組(醫學電資組),"['英自', '數A']","{'英': 14, '自': 14, '數A': 14}",醫藥衛生,"{'英自': 27.0, '數A': 14.0}"
國立陽明交通大學 電機工程學系乙組(電機工程組),"['英自', '數A']","{'英': 14, '自': 14, '數A': 14}",工程,"{'英自': 28.0, '數A': 14.0}"
國立陽明交通大學 電機工程學系甲組(電資國際組),['英數A自'],"{'英': 15, '數A': 15, '自': 15}",工程,{'英數A自': 44.90355552312485}
國立體育大學 休閒產業經營學系,['國英社'],"{'國': 10, '英': 10, '社': 10}",遊憩運動,{'國英社': 28.714285714285715}
國立體育大學 運動保健學系(一般組),['國英自'],"{'國': 10, '英': 10, '自': 10}",遊憩運動,{'國英自': 29.0}
國立高雄大學 亞太工商管理學系企業管理組,['國英數B'],"{'國': 8, '英': 8, '數B': 8}",管理,{'國英數B': 23.573093820677823}
國立高雄大學 亞太工商管理學系工業管理組,['國英數A'],"{'國': 10, '英': 10, '數A': 10}",工程,{'國英數A': 29.29208499749417}
國立高雄大學 化學工程及材料工程學系,['英數A自'],"{'英': 11, '數A': 11, '自': 11}",工程,{'英數A自': 33.0}
國立高雄大學 土木與環境工程學系土木工程組,['國數A自'],"{'國': 11, '數A': 11, '自': 11}",工程,{'國數A自': 33.0}
國立高雄大學 土木與環境工程學系環境工程組,['國數A自'],"{'國': 11, '數A': 11, '自': 11}",工程,{'國數A自': 32.3764241437219}
國立高雄大學 建築學系,"['國', '英', '數A']","{'國': 11, '英': 10, '數A': 8}",建築設計,"{'國': 11.025630944122572, '英': 9.98981607672414, '數A': 8.0}"
國立高雄大學 應用化學系,['數A自'],"{'數A': 11, '自': 11}",數理化,{'數A自': 22.0}
